t,ax,ay,az,wx,wy,wz
4.928855871,-0.4532348063156931,0.3052924805604942,1.646369002260582,-0.1843312705999643,-0.0016327333456727646,-0.03569220553812879
4.937855871,-0.3470570655264663,0.19646627884784915,1.3393917734824776,-0.18354213245382897,0.018867136938279613,0.005775479379717264
4.947855871,-0.26167858342067624,0.116893082016783,1.0605833240764788,-0.1712304243327041,0.04593464209607037,0.06023172683870788
4.956855871,-0.2593923422888279,0.08948307129257149,0.8875711640740456,-0.15288624069850834,0.06878274492106437,0.10944958576735289
4.966855871,-0.33317057186223326,0.11968424412266768,0.7794053867685503,-0.1324408512517254,0.08949250361685991,0.1520655869197626
4.976855871,-0.427622697172361,0.17589026972339972,0.66772139561484,-0.11412825784228212,0.10909893060725431,0.17797084075862024
4.985855871,-0.5424952597744311,0.23116027740139997,0.5729168724521572,-0.10023981615169547,0.12717463255173106,0.18519809824866143
4.995855871,-0.6773918253430985,0.3145257296063816,0.4928574007978791,-0.08724698280428834,0.14359723042607064,0.17836577645969573
5.004855871,-0.7979505270647982,0.4104591886955885,0.40554438580558816,-0.07606078984654013,0.15348054391001067,0.16224914257291811
5.013855871,-0.8975704089556569,0.5080723147217435,0.30522530930151665,-0.06794330645536137,0.15866726969229658,0.1367082967731001
5.023855871,-0.9691668543060875,0.5765804198068278,0.15191784803766606,-0.062185013086472014,0.15966471110215613,0.0990062855454399
5.033855871,-1.0116606257996361,0.600318721495758,-0.04689471856784441,-0.05892023486795083,0.15528433600824953,0.049804122990887593
5.042855871,-0.9945698380763228,0.6377606518882892,-0.23024952079917516,-0.05715697848612041,0.1481471254472429,-0.001368983599568357
5.051855871,-0.8990145556797429,0.6877325410238575,-0.4100289019382387,-0.058139248918490934,0.14267354117577996,-0.05908231452780907
5.061855871,-0.7388254628173264,0.7616138961107274,-0.6128598074053374,-0.06573793642314459,0.14142794000395306,-0.12353841107681846
5.070855871,-0.5504948873304368,0.824059873886667,-0.7850667867234971,-0.07991941235823921,0.14788269096578174,-0.1742145825565876
5.079855871,-0.3785338626135204,0.7977949241959242,-0.9788849287840464,-0.0986140440661481,0.1592213780385515,-0.21025559081139011
5.090855871,-0.2713250808572928,0.6809358243774262,-1.2364628534677766,-0.12593803875374165,0.17462721127867695,-0.23131523761268163
5.098855871,-0.22091965820291537,0.5247782824754232,-1.4387423424615597,-0.14860579896438006,0.1851591230328688,-0.22959526588740722
5.108855871,-0.2009876301519981,0.3417780363125372,-1.6580210212639332,-0.17126465226412563,0.1939079863100649,-0.21189306775288994
5.117855871,-0.2014990930246292,0.17934105448583337,-1.8535466649540036,-0.1863232683414892,0.19945819043741275,-0.18620680907884649
5.127855871,-0.22102071995218475,0.037199393765805486,-2.044745780241552,-0.19383216407863346,0.20401758107825962,-0.15031933495121813
5.137855871,-0.2302336811630525,-0.05094061805400918,-2.1718990522334827,-0.19216093102727622,0.20736327721251369,-0.10985473740885902
5.146855871,-0.23079362945425874,-0.08852604407229607,-2.2471163551870053,-0.1829451565619717,0.21148360119253895,-0.06936295745276974
5.156855871,-0.24531563128856526,-0.09987206192205705,-2.2966103775207105,-0.1667761217922497,0.2146192267730079,-0.026673457105782204
5.165855871,-0.32513102147421025,-0.10360056569194451,-2.3162243196788985,-0.14672510754698412,0.21679617017289413,0.017075038179820586
5.175855871,-0.5023914034354838,-0.05906729531154445,-2.2805998395154536,-0.1229840610959274,0.21678735581114436,0.0686146792600236
5.184855871,-0.7269823534279722,0.025005351365930156,-2.223472842091604,-0.1029556453021749,0.21277252729440166,0.1183121339816724
5.193855871,-0.9766818555207589,0.10689829151602653,-2.169863061002521,-0.08119526108860198,0.20433429514571597,0.1636365717008701
5.203855871,-1.2061769242489244,0.2353072165906096,-2.049775376635386,-0.05331049855579685,0.18759079610400248,0.19626955229306037
5.212855871,-1.344717508147424,0.3699539071934107,-1.8908144739637622,-0.02776960630488868,0.1631510664264193,0.21359140589148057
5.222855871,-1.4782042345672508,0.4487437629506782,-1.7119412203434363,-0.0013491485817124318,0.12792117888411264,0.21008521525185958
5.232855871,-1.5901759081296885,0.5196055471211243,-1.5245027775679787,0.026785591814576126,0.08512703349870197,0.18915372730570307
5.241855871,-1.5901278531773764,0.5963317787459765,-1.3713385143362409,0.05371815472611193,0.04651247477901391,0.16814075427483
5.250855871,-1.526501655303428,0.6903676018358648,-1.2092041637943245,0.08242640052887248,0.008935085099687792,0.1461123597887965
5.259855871,-1.4718442569118224,0.7921817847178498,-1.0522220663502395,0.11249687734082335,-0.025169661061943804,0.12424572736603266
5.269855871,-1.4153335241821385,0.8981947604809275,-0.8692684285422703,0.1462401188810786,-0.06231891235634599,0.10154490341661299
5.278855871,-1.348018043765758,0.9892839626874068,-0.6666807986622231,0.17333814629345057,-0.09726386307913518,0.08595510874742995
5.288855871,-1.284234113379891,1.0736987565274263,-0.44763858903016474,0.1986435269231973,-0.13613477977869523,0.07215396045575034
5.297855871,-1.229283700577408,1.1399351782882285,-0.25640014573338354,0.22101407226318673,-0.17325727805025382,0.0533944968972277
5.307855871,-1.177863669868825,1.186217412998559,-0.04709972505179315,0.24054683839033741,-0.20777511770168752,0.019268390284631582
5.316855871,-1.116470415026035,1.1593413261887293,0.15519382757469216,0.2563783759298238,-0.23708177932104005,-0.029996517996247772
5.326855871,-1.0327580799746316,1.0953091868202272,0.3767965155624996,0.26930391737827786,-0.26376304653639104,-0.08364158060017698
5.336855871,-0.9136935827953719,1.049375108590637,0.66809805017916,0.2727933692293733,-0.28733600503898826,-0.13103327844030221
5.345855871,-0.774555527587352,1.0253576657460783,0.9846741931547855,0.2613185166817139,-0.3064858322534878,-0.16284727782395586
5.354855871,-0.644027674872501,1.014452065662874,1.306201973569453,0.23433755115658442,-0.321310423887628,-0.1809142219200897
5.364855871,-0.5226004483560923,1.0187951200579979,1.6473226360109992,0.1878014428305955,-0.3334568105217722,-0.189843669422825
5.374855871,-0.4287577703735008,1.0696160210181007,1.9243781499914987,0.1316930451105989,-0.3408031440634335,-0.18108613920491012
5.383855871,-0.34724550340401655,1.1093044363988256,2.0748498109497704,0.08389302043129493,-0.34065366931065993,-0.14587392546276598
5.392855871,-0.23429975551082946,1.1160420785727976,2.159943592007062,0.04186070626202842,-0.3352207697251248,-0.0854438916736397
5.402855871,-0.1406097906603305,1.0751841121529293,2.275976726730757,0.0013482880807247093,-0.3352716275150379,-0.030153995909297304
5.411855871,-0.10206805612796813,1.0182999121390037,2.4562739415703945,-0.035885998660857135,-0.35054709670588163,-0.01228227930525443
5.421855871,-0.0724559843907772,0.9719847837040614,2.6767153444113743,-0.07961801417033533,-0.38202381563491444,-0.020925250797878932
5.430855871,0.053515328680339674,0.9346119774127074,2.7943277159320514,-0.12836892481325676,-0.413453589586661,-0.041613257483604935
5.440855871,0.32654927756483754,0.8511086298673328,2.7624228584295833,-0.19310297669516518,-0.4354137049422226,-0.06737111529409619
5.449855871,0.6412234269371724,0.6692671596874571,2.5788809429879724,-0.2556830012092426,-0.4374495358716707,-0.08934034904888909
5.459855871,0.9512778170509649,0.38875498410872267,2.224960762668544,-0.32198102044451254,-0.4163335738251874,-0.10383444541717696
5.468855871,1.2511405638373774,0.09517630016812481,1.8045957433941051,-0.37038237677566477,-0.37400326471129064,-0.09539878171978797
5.477855871,1.5207305375883897,-0.13756047562142407,1.3614802458201585,-0.40075683759681324,-0.3127924753958542,-0.06224648963973814
5.487855871,1.733920762083438,-0.3157817980151799,0.9457074112195588,-0.41230249440748307,-0.2318345589698197,-0.006563778748074912
5.496855871,1.8662960464249718,-0.4480270429019678,0.6621462123422456,-0.40498348616329727,-0.15384111929405087,0.04828883146358204
5.506855871,1.9084845550023315,-0.5009219676523816,0.5131186630323172,-0.38398251900380487,-0.07945620205069706,0.09317928350993422
5.516855871,1.8751921290498705,-0.5551066052150897,0.47594236518887423,-0.35617406251489747,-0.020449413555205416,0.11650905354259986
5.525855871,1.8069080176671581,-0.5581548631305564,0.5218232937078533,-0.327174686167674,0.025819190771348536,0.10372522031139533
5.534855871,1.7313445645927517,-0.4714268183551908,0.5901953576201667,-0.3032091182465439,0.05968182089746953,0.061183646607250335
5.544855871,1.6758652448812512,-0.4067771663078386,0.5797627742205571,-0.2863872598063102,0.08790963675400407,-0.00018229242999351938
5.553855871,1.6338878033793531,-0.37517086213998174,0.4721593957009161,-0.27909133929218427,0.11124823917889762,-0.060744309659913065
5.563855871,1.5495913615141685,-0.3723433996509853,0.26970309505337653,-0.27919831504346004,0.13483056999312532,-0.12724463076065431
5.572855871,1.4170697877698597,-0.40664041470323375,0.06038451151454442,-0.2825746326954684,0.15185938718176528,-0.1804603320077293
5.582855871,1.231918017791871,-0.4289589816690913,-0.16227688173332114,-0.2854522660730769,0.16506006904236148,-0.22676157305733044
5.591855871,1.0390583791203931,-0.4648931747886466,-0.3611380029089837,-0.28608942892861006,0.17023295589909562,-0.2567857970468109
5.601855871,0.8627427946857216,-0.551973639631099,-0.5935885347069407,-0.28209057703776946,0.1682478695871399,-0.2783973174604255
5.610855871,0.726158352221108,-0.6374092433712939,-0.8011740082824526,-0.27257388065224686,0.1623893753306564,-0.2844152623403036
5.620855871,0.6259715320418805,-0.7187897595879382,-1.0203460488895697,-0.25747208055540005,0.15467883344467526,-0.2738886438005343
5.629855871,0.5395915180998868,-0.8146606404470059,-1.220889620991499,-0.23960417067774095,0.14607048776774612,-0.2513917653928177
5.638855871,0.4178512986185444,-0.9010223962412801,-1.3188489534431516,-0.21888794941366096,0.13861759876408283,-0.221190127243336
5.648855871,0.2652641125658392,-0.9359167884423382,-1.368562211921289,-0.19000568431405968,0.1248330637272445,-0.1835686471937124
5.657855871,0.160297798086376,-0.9338276663817592,-1.4380892568036805,-0.16038063462081456,0.11146363357643402,-0.1494206011026303
5.668855871,0.1121086060959064,-0.9027602245972924,-1.4728857714517023,-0.12043249068579695,0.0983960467691477,-0.11587416997489221
5.676855871,0.10406623803157292,-0.8596114833760823,-1.5085195538544316,-0.08613847414798537,0.0909133487374928,-0.09444944840193474
5.686855871,0.1355179010696178,-0.8063932774174053,-1.5814666591326727,-0.039651438912504944,0.08574837544321465,-0.07298236862139454
5.696855871,0.17206108829435823,-0.7358305702973802,-1.6314567304006502,0.010697542202350094,0.08468296924847502,-0.05682181022827679
5.705855871,0.20194434284645485,-0.6292741238907453,-1.660875038587188,0.05804006396222107,0.08667900395954212,-0.04582579508431842
5.714855871,0.22964845280486645,-0.47614452701669485,-1.6525217866512891,0.10511285520224888,0.0915564767426993,-0.03778917777911439
5.724855871,0.2605905473734996,-0.25303992668903086,-1.5792241383237875,0.15079111090286368,0.09919633448551862,-0.03362951973827609
5.733855871,0.29523452274425754,0.000271731973875311,-1.4601191412887666,0.18511370122921222,0.10785985227121833,-0.03354643277091558
5.743855871,0.33191789434001984,0.268521112812012,-1.3013277375073455,0.21214492438171823,0.11828141978735386,-0.04027122363875677
5.752855871,0.3970633789899427,0.5063174973399492,-1.170018381783919,0.22859680963833073,0.12782901806198052,-0.05364180770921257
5.762855871,0.4475082719115835,0.7182844157845998,-1.035833758064132,0.2389329276258342,0.13762834704082422,-0.07433774851509273
5.771855871,0.4638797543373741,0.8840223367605058,-0.9018705569625757,0.2413585349487006,0.14759276947824787,-0.09478450746752531
5.780855871,0.4522362257536452,0.9837216515588854,-0.7815681723990346,0.2368374513476797,0.15686582637590654,-0.11331545664749532
5.790855871,0.4077671451756991,1.0009219498715771,-0.7010098177290106,0.2255893519703974,0.16587707321885065,-0.1263160111208798
5.799855871,0.3428976108355209,0.9972792260538719,-0.6499528218651355,0.21226567933559973,0.17306393696678313,-0.1284152380063708
5.809855871,0.2582912188433972,1.0190845520244691,-0.5493720578951754,0.19606229581078716,0.1780145134645447,-0.12170802164323673
5.818855871,0.18362627461713854,1.0326451357109594,-0.43481788709259506,0.17953812384390236,0.17952182504995584,-0.109032712177287
5.828855871,0.12054331879837227,1.0248382262480527,-0.33075164629450027,0.1629287674989931,0.17900036618185758,-0.09049432542087019
5.838855871,0.07373996176011566,0.9929298346333318,-0.24625225279874813,0.14956957702880844,0.1769009482673505,-0.06752571411801998
5.847855871,0.0668523102265258,0.9241526336276461,-0.1780266727744948,0.14244307156609895,0.17347503055160057,-0.04181037354548981
5.856855871,0.07168972761684865,0.8521394071941744,-0.10133598148550838,0.1414571423176473,0.16792049105333512,-0.016647016339976752
5.866855871,0.05429127347030434,0.7915451165179583,0.017514857395860558,0.14605709418083426,0.15629883583805437,0.009618741804937393
5.875855871,0.03195605989915343,0.7442743550409513,0.16069649800588257,0.15443862704830252,0.1411070061586933,0.03330527830628409
5.885855871,0.028261620641448396,0.6927207267769049,0.339533672933463,0.16865504828204803,0.12079166544449786,0.05622508497075204
5.895855871,0.010731452353817138,0.6559676389191464,0.5729328644062961,0.18121554600085826,0.09900902173723136,0.06874380236501844
5.904855871,-0.032468228312459047,0.6760823810288087,0.8308384083742572,0.18700317603279124,0.07503838915360042,0.07219060525892579
5.913855871,-0.08882698860576588,0.7175146523486118,1.0713595442898174,0.18317157422005134,0.04920311142262436,0.06753464337807326
5.922855871,-0.13085219124734512,0.7182419512168245,1.2899169846068586,0.1701472703370068,0.024492711195902565,0.059723417583549814
5.932855871,-0.1257263729462359,0.6846101818123393,1.4310723492792425,0.1548719198797365,0.004754910452664392,0.059583896388581144
5.941855871,-0.09234548587822519,0.6531235615114315,1.50900166622956,0.14655961347711213,-0.008297030311358911,0.07721886790319218
5.952855871,-0.08735958130823124,0.6478425884440423,1.5970010721391286,0.1457410096881434,-0.02081281772055721,0.1081632973792186
5.960855871,-0.16666380302209483,0.6498796418950038,1.738879391581904,0.14608294531764404,-0.03340589224413148,0.12331206386699438
5.970855871,-0.3244051489521713,0.6821133315267378,2.017860794065518,0.13710680604665068,-0.05287024255863434,0.11638691647811483
5.979855871,-0.5213651338763098,0.7593905504437111,2.380500963071405,0.10927172592857538,-0.07714097337349068,0.09163538394546691
5.989855871,-0.7132792500161638,0.8057281998964039,2.750321825392744,0.05579163189536954,-0.1070501722017553,0.051978902522645684
5.998855871,-0.854112862105727,0.7699607577169455,2.9490742939088994,-0.01278005367339476,-0.13559637917424908,0.007479104575128956
6.008855871,-0.9087901294913006,0.601187822509025,2.9370235946897285,-0.09510314170240906,-0.1611252150528676,-0.02828709091051835
6.017855871,-0.8663443206924972,0.35513206399961594,2.721475490800811,-0.16811141586772493,-0.174391047928612,-0.038789659376259944
6.027855871,-0.7643703182717541,0.06814778199817262,2.3653499239188047,-0.2301337883903457,-0.1792011954880043,-0.02868842318009599
6.037855871,-0.6354221403504174,-0.2312146590355067,1.968515400228287,-0.2720685128285825,-0.17625550792802083,-0.002575404050364487
6.046855871,-0.5168357960533796,-0.5117625442264574,1.600857172460684,-0.2910960168725823,-0.16499236832216396,0.03266026271818191
6.055855871,-0.4666341508880356,-0.7076406030553847,1.334514505645355,-0.2946845829919788,-0.1497097418079136,0.0732874324906657
6.065855871,-0.5014999932799522,-0.8407885173429412,1.0978371718315694,-0.28878744190885475,-0.13048509167442954,0.11935651013675147
6.074855871,-0.5036344350467966,-0.9357863926074419,0.8545493045461219,-0.2760618995656288,-0.10995845473717006,0.15715241038426261
6.084855871,-0.552604977289052,-0.9713888397080502,0.6724996712861273,-0.2555786599248285,-0.08599651436175419,0.1991330701952715
6.093855871,-0.5921717381886243,-0.9303319406742575,0.5317981360119817,-0.2383963079207462,-0.06554957588347217,0.2267403970142644
6.103855871,-0.6225148921451162,-0.8296047133735059,0.37484192285197093,-0.22047821512244092,-0.041926624291569445,0.24816779799885375
6.112855871,-0.7229194728919333,-0.7232112120108355,0.25074965621437945,-0.1995149664008904,-0.020231434776194285,0.25818957523060715
6.122855871,-0.7710641294348317,-0.5760308735524979,0.07842678734289152,-0.1707545222517247,-0.001995953612764379,0.25166054928964027
6.131855871,-0.7804181391514073,-0.4458005312488702,-0.05725018552387845,-0.14313943288512393,0.007367807683893818,0.23621257824850403
6.140855871,-0.7815054293450308,-0.32176760744304606,-0.18275509947918045,-0.11615440948560105,0.011688947256530625,0.21537978870908253
6.150855871,-0.7798508923507549,-0.2048254142407969,-0.3362735398900515,-0.09312954136644784,0.01241572606415956,0.18865056345564016
6.159855871,-0.7981777048706098,-0.1090175486744938,-0.4538887840563647,-0.08196634022865186,0.008328356344025643,0.16151752232378724
6.169855871,-0.8121310781952678,-0.047729733003186114,-0.5791698720741535,-0.0778176530973209,-0.0006400129696452983,0.1307996145065974
6.179855871,-0.7633640473781637,-0.0330508900099952,-0.7528515746013587,-0.0810994953944536,-0.012762346515373333,0.10327587139260876
6.188855871,-0.6454731904612077,-0.050327471829238794,-0.9739468002299934,-0.08899845793433155,-0.0229334056720847,0.08888020023869367
6.198855871,-0.47165242115914413,-0.09380683284859674,-1.2471502194557451,-0.09915981085220202,-0.03329495267360311,0.08615887388585022
6.207855871,-0.3036680510975077,-0.1478227314905464,-1.4861914154742328,-0.10934047613668466,-0.03940144352544525,0.09299207862426474
6.217855871,-0.14797417486231867,-0.22558776683420292,-1.7361607268339416,-0.1182103907037549,-0.04066922873423496,0.11028443711857294
6.226855871,-0.03202744684690644,-0.3343880209017811,-1.9637459660297194,-0.1204775053837188,-0.03889821955732303,0.13146900303256376
6.235855871,0.03750598325428773,-0.4298075280978446,-2.184470459743014,-0.11451436570435257,-0.03544396671429939,0.1537482274963397
6.245855871,0.07498628905062651,-0.4773858049484241,-2.3917226323645098,-0.09765853401431648,-0.03094951643311919,0.17418449513865153
6.254855871,0.09792772595561856,-0.49988469760860443,-2.5408367613337792,-0.06975396949491848,-0.02711328309720282,0.18575613160211085
6.263855871,0.11453918753873737,-0.47901614831031547,-2.638964684862504,-0.03446637966834059,-0.024209910037146076,0.1891451002457153
6.273855871,0.15310740391542035,-0.4083520645143911,-2.681932691233467,0.01197905229373686,-0.020832334202882503,0.18404382562148247
6.282855871,0.16917176264299766,-0.27762214000549057,-2.635202834671783,0.05532490801041532,-0.018605649400329105,0.17362998953052022
6.292855871,0.15531600419717168,-0.10342728587546154,-2.5081385982361915,0.0991505878271188,-0.01411247817476263,0.1567822420428966
6.302855871,0.11744964256436824,0.09348465247306842,-2.3344293568621666,0.13510681265621668,-0.006589063446553791,0.14026929572089697
6.311855871,0.05037038194387097,0.2698707837694046,-2.1543998226569787,0.1610545933309695,0.00041965243668906134,0.12899753806060504
6.321855871,-0.03797333570385253,0.40816367333707615,-1.987620889806197,0.1823509487902633,0.003598775192351772,0.11929220682930532
6.330855871,-0.1406034524575788,0.5028414106815327,-1.8344902519166497,0.19967463114920106,0.0006638766432092874,0.1061428776851332
6.339855871,-0.25068204301537966,0.5878239582937297,-1.6366694063838299,0.2159652298201234,-0.009037315198149185,0.0849825384292385
6.349855871,-0.37845520180142844,0.681580549513306,-1.3451541646332699,0.23198262186392518,-0.026959451610928574,0.05527814749429735
6.358855871,-0.5086312082056842,0.7734249730452337,-1.050833282556912,0.2444365481763042,-0.049442585618784084,0.0253449108600623
6.368855871,-0.6168024537108046,0.8721658557310084,-0.7500840979964069,0.25654012705954105,-0.07891847705087417,-0.007543530936952789
6.377855871,-0.6986229964029503,0.9790266011564831,-0.495148460831211,0.2650543524046064,-0.1091848554242382,-0.03436796041690818
6.387855871,-0.7389746454497677,1.1004145659733977,-0.22381997158456085,0.269705408714209,-0.14369716927344914,-0.057704969035221945
6.396855871,-0.7220942318059866,1.2226929369200112,-0.0005246098066326466,0.26646407723822646,-0.17374390178304353,-0.07314250320405344
6.406855871,-0.6663045050859514,1.3497036463323429,0.21329811457525397,0.25566894260478246,-0.20327354064856695,-0.08405863931913339
6.416855871,-0.5920402530016878,1.4407194285637903,0.3987565559662623,0.24005415005746608,-0.2286383825561625,-0.08945594045823926
6.425855871,-0.5130025616449897,1.4782509566528181,0.5505382601136575,0.22484487673414197,-0.24778155469062563,-0.09119650772271504
6.434855871,-0.43588765571185084,1.4601926238441214,0.6954063321626193,0.20911772957252295,-0.2647027824016559,-0.09444047074380692
6.443855871,-0.3729752836132866,1.4284374141078924,0.8428674377258247,0.19267447501207963,-0.2820682725972795,-0.1006798626631532
6.453855871,-0.30077514301772856,1.401794358810021,1.0121401032044641,0.17413020565595042,-0.30302020303399896,-0.10949660405277688
6.463855871,-0.20289205693695392,1.3780367616775624,1.1826134734314,0.1530183724968977,-0.32353290239455673,-0.11969179538252323
6.472855871,-0.09204669255325088,1.358035380753303,1.3322683591128919,0.1296246791492397,-0.33840854880921395,-0.12877374322175
6.482855871,0.01678250881384786,1.3300811309024778,1.5019726469431753,0.09643159950449007,-0.3483560442753535,-0.14125876481252272
6.491855871,0.12733386669811397,1.2766871509709306,1.6613131494005933,0.05995260651848778,-0.35024494028522507,-0.15241359516302325
6.501855871,0.24040495362481856,1.1773739261887848,1.797734138903011,0.01896891075167234,-0.34293609946070563,-0.15644458028853736
6.510855871,0.33974176764939856,1.0848144319306385,1.8760348232785993,-0.012720988536921036,-0.3278107799209784,-0.1446901462999421
6.519855871,0.42442327407569097,1.0320901300284853,1.929372637802249,-0.034294501152229616,-0.30717774118632774,-0.11413375203782346
6.530855871,0.5132241593510437,0.9783156418214782,2.0160832015951327,-0.0465422519150885,-0.2811396598331033,-0.06638757839692801
6.538855871,0.6060045991240377,0.9569398429269417,2.1357209402239135,-0.05144228648040719,-0.26610604198092364,-0.04539175852291653
6.548855871,0.7612840620476611,0.9206967309677689,2.3551351700269594,-0.06267727513004119,-0.25899318299040486,-0.06292052239874452
6.557855871,0.9382580723217874,0.9055721724711685,2.5201375143649485,-0.08210106401692358,-0.2591838628486157,-0.1113084332448315
6.567855871,1.1476165171865558,0.8211627943619697,2.52660418660765,-0.11107563162890201,-0.2567383601050522,-0.1771183588374523
6.576855871,1.3591987380674904,0.6542136922327685,2.364644089669668,-0.1401981349210698,-0.24646512168496204,-0.23894933724636241
6.586855871,1.4654886245628276,0.32883620996317325,2.0525498588352487,-0.17001785805828545,-0.22502182551690658,-0.29610286399286606
6.595855871,1.548961974253156,-0.0768503067043966,1.5822949386485772,-0.19219558750933374,-0.1952722606582492,-0.3352397030805577
6.605855871,1.6644582639258148,-0.43984623307644527,0.9876074016450672,-0.19667166431728367,-0.1520463057245314,-0.34639831898247114
6.614855871,1.7358502985054505,-0.7006384909238894,0.4887988095187523,-0.1796875955164426,-0.10507173304467612,-0.32726859133061525
6.624855871,1.8415165542254577,-0.8626219922054341,0.05132710238314196,-0.1405917952209825,-0.05212712099163336,-0.2808194264777721
6.633855871,1.9235838032584944,-0.8986855996320553,-0.19144955297099833,-0.08846027785158399,-0.000301272060149843,-0.2241580945267018
6.643855871,1.920648988135224,-0.7915573161687919,-0.2079881191001868,-0.028268880929157504,0.0514526036067596,-0.1641665980146619
6.652855871,1.8140787709147106,-0.5955180770353147,-0.07716506842457667,0.018312864465635438,0.0925619386531966,-0.12016772181374079
6.662855871,1.6574640518954646,-0.3753520089292732,0.07493635074851851,0.04600850285100849,0.12435704052722875,-0.10099637626832789
6.671855871,1.4902018782968318,-0.16877239066872424,0.15446256822735038,0.053418589432921555,0.14136500242969868,-0.10567351550258615
6.680855871,1.326500347517233,0.010596083930437858,0.11432551084921463,0.04686592366043871,0.14691862955398483,-0.1331724212572598
6.690855871,1.215437427880615,0.141721197683777,-0.06909684802040508,0.031157254863699965,0.1448201021949062,-0.18335303670984784
6.699855871,1.131497646244789,0.23070162988297532,-0.30113628925827085,0.00977442589194262,0.13906478942762518,-0.24059178881077964
6.709855871,1.0537733961674538,0.2836152810288738,-0.5551169084647468,-0.018274710616612233,0.12872890483856772,-0.29818085770441227
6.718855871,0.9689367813438317,0.316186026761809,-0.7873197497957929,-0.046815470148851915,0.11416077704602301,-0.3373148361035449
6.728855871,0.8456470231521329,0.3420554414416479,-1.0147513776150703,-0.0796124605652367,0.09344102300979096,-0.36328362514360085
6.737855871,0.7033321933573369,0.3257814746543387,-1.1729366199279665,-0.10869184994315248,0.07135488625928259,-0.37407231373273175
6.747855871,0.5714040500482666,0.2633288753413222,-1.3377649026800795,-0.1355486795975188,0.041804576062901146,-0.3801916851070614
6.757855871,0.46239679028759384,0.19073668011135664,-1.5462580689083012,-0.1503059585814144,0.015869561377220676,-0.37387875364238365
6.766855871,0.3857934109608133,0.12359013648088261,-1.736646890011783,-0.15413349306946003,-0.00619095101769555,-0.36160474009463045
6.775855871,0.3331507115659568,0.05866101200036934,-1.8842996416153812,-0.14892464229224522,-0.020668374062921966,-0.34447370416765444
6.785855871,0.3184595416450238,-0.008950233136050534,-2.0324081916620145,-0.13202236472031617,-0.027783994669691576,-0.321420902423045
6.794855871,0.31691414529582473,-0.06973451723850616,-2.134690567668116,-0.10856520949850179,-0.02895685752815217,-0.298001270612053
6.803855871,0.31926736911747117,-0.13391299500146614,-2.230363222168469,-0.07680724342691021,-0.027327972625527393,-0.27338173582927194
6.813855871,0.3497449260248259,-0.19279121450454023,-2.2960159730819703,-0.03558732379378984,-0.02524080232089316,-0.24437820723830245
6.823855871,0.38461978767042204,-0.23366343783057242,-2.3167120035282234,0.012561426603767589,-0.024400709902618903,-0.2094446753138763
6.832855871,0.40999484241891876,-0.23786341343806697,-2.3366306979971023,0.0625966528530677,-0.024921517085957988,-0.17566067289724596
6.841855871,0.4300079449642462,-0.20142021346464012,-2.323266392108426,0.11432828028240721,-0.02479940700092574,-0.14778204710435822
6.851855871,0.44293163542988845,-0.15958288738282023,-2.2552897250227657,0.17168955244451822,-0.02617410836776395,-0.12129340780837453
6.860855871,0.4713426116431801,-0.14155751886386703,-2.182440931341509,0.2280755786608176,-0.02866117712959712,-0.0979118863337643
6.870855871,0.5120713550673772,-0.11344325405001565,-2.1065266358430383,0.28979499378692686,-0.03094446648638213,-0.07217969821128581
6.879855871,0.5273784928624466,-0.018752896852236023,-1.975398612975871,0.34686557499372905,-0.031045578806794073,-0.05228638174797872
6.889855871,0.4757305044886967,0.15349329926472255,-1.746948855798072,0.39812884657012615,-0.029984026511265464,-0.03813036700120045
6.898855871,0.3318654498289718,0.41010463502276695,-1.440076261869757,0.43436800425939964,-0.028600703306833293,-0.03261794402369194
6.905895832,0.1321195335557371,0.6850275094887153,-1.1483898294755133,0.4538244538985622,-0.02814395336956027,-0.03625045892771459
6.914895832,-0.04544219768850516,0.9944071221510797,-0.7463089942790407,0.46520651719414424,-0.02723382068104408,-0.050201609676837435
6.924895832,-0.0747909139909575,1.3670072517467478,-0.27439548539432784,0.45849569244950217,-0.021607878067130635,-0.06917943742171037
6.933895832,0.0039284734848912956,1.6255832404025565,0.03144032859713634,0.43802566294761724,-0.012835224898306598,-0.08188036429193217
6.943895832,0.10546857111434149,1.7559202591591856,0.21696945432841722,0.4027784172758617,-0.0017257801135288546,-0.08504923649303096
6.952895832,0.24217350831400952,1.8259113295258453,0.329864940103989,0.3618496116742471,0.007854280046645354,-0.06631358926971397
6.962895832,0.39722017465422277,1.8277186095469846,0.41428416604480356,0.31040358334195917,0.016948595258897022,-0.021137738158579406
6.971895832,0.5678842809980899,1.8100755881498818,0.49030460030164275,0.2601504948134079,0.027498983199747626,0.0409404449003275
6.981895832,0.760251436048816,1.783060743804937,0.5609975097497146,0.20922255531308162,0.04270445569418385,0.1165915555081429
6.991895832,0.9485449744945968,1.7185692751252912,0.5965799481009486,0.16520562938776082,0.06263887954915799,0.19016826714021218
7.000895832,1.1271021651865623,1.645971255097368,0.672614618863729,0.1341219107867672,0.08717408474634587,0.2514434581882937
7.009895832,1.2920953423444834,1.5401589010831196,0.7784867884894936,0.11293372360411749,0.11440642470510484,0.29841229542780223
7.019895832,1.4166646135971255,1.376767780287371,0.9006334524220132,0.0983784640417883,0.1447658938315832,0.3313477441178206
7.028895832,1.4731861111398923,1.2576919821812145,1.0738557851274273,0.08877026615307804,0.1695145874136554,0.34376657372962305
